title,address1,address2,city,state,zipcode,website,phone,tags,latitude,longitude
SHAW'S MENSWEAR DBA LOU LOU,1061 VILLAGE PARK DRIVE SUITE 204,,GREENSBORO,GA,30642,,,,33.466345,-83.245301
BAILES COBB,358 E. HOWELL STREET,,HARTWELL,GA,30643,,,,34.352456,-82.932461
AMELIA'S APPAREL & ACCESS,172 S MAIN ST,,MEDISON,GA,30650,,,,33.595103,-83.468188
ANTIQUES SQUARE DBA BB&G,115 S MAIN STREET,,MADISON,GA,30650,,,,33.596198,-83.46802
SIDESTREET BOUTIQUE,134 N. BROAD ST,,MONROE,GA,30655,,,,33.795819,-83.713143
SASSI & CO,841 W MORAVIAN BEND,,CHATSWORTH,GA,30705,,,,34.785925,-84.782965
CRICKETS DRY GOODS,4446 WASHINGTON ROAD,,EVANS,GA,30809,,,,33.543683,-82.142157
3 CHICKS LLC.,607 BRAE BURN DR.,,AUGUSTA,GA,30907,,,,33.543845,-82.077146
BRITTANYS HOUSE OF ELEGANCE,403 FURYS FERRY RD. STE#114,,AUGUSTA,GA,30907,,,,33.530924,-82.073907
PLUM ALLEY,2032 VETERANS BLVD,,DUBLIN,GA,31021,,,,32.540923,-82.95094
CAMILLE & COMPANY,109 HARMONY CROSSING SUITE 6,,EATONTON,GA,31024,,,,33.423296,-83.268065
"CAMILLE & COMPANY (EATONTON, GA)",109 HARMONY CROSSING SUITE 6,,EATONTON,GA,31024,,,,33.423552,-83.268457
MAGGIE LANE,103 S JEFFERSON AVE,,EATONTON,GA,31024,,,,33.325923,-83.388131
IMPRESSIONS BY CARLTON,912 CARROLL ST,,PERRY,GA,31069,,,,32.458255,-83.733005
BELLA'S CLASSY RAGS,3283 VINEVILLE AVE,,MACON,GA,31204,,,,32.854331,-83.678314
GAUCHO TOO,251 BULL STREET,,SAVANNAH,GA,31401,,,,32.074952,-81.093602
CLOISTER COLLECTION,600 SEA ISLAND RD. SUITE #13,,ST. SIMONS ISLAND,GA,31522,,,,31.183379,-81.379091
BEECHER'S,38 MIDWAY SQUARE,,ST. SIMONS,GA,31522,,,,31.16,-81.39
SELLERS FEED DBA GEORGIA OUTFITTERS,142 S. TALLAHASSEE STREET,,HAZLEHURST,GA,31539,,,,31.859651,-82.606757
MINE AND YOURS BOUTIQUE,1345 MACON ST,,JESUP,GA,31545,,,,31.591558,-81.900405
FAD'S N FASHIONS INC.,422-A NORTHSIDE DR.,,VALDOSTA,GA,31602,,,,30.869044,-83.290516
ONLY OPTION,1421 GORONTO RD,,VALDOSTA,GA,31602,,,,30.85,-83.31
THE PERFECT PEAR LLC,102 N DAVIS STREET,,NASHVILLE,GA,31639,,,,31.207331,-83.250248
CHICAS BRIDAL,1922 DAWSON ROAD,,ALBANY,GA,31707,,,,31.597821,-84.19876
ROYAL COLLECTION,2347 LAKE PARK DRIVE,,"ALBANY,",GA,31707,,,,31.62,-84.22
KINNEBREW CO,208 WEST LAMAR STREET,,AMERICUS,GA,31709,,,,32.07207,-84.234027
LAZARUS OF MOULTRIE,103 1ST STREET SE,,MOULTRIE,GA,31768,,,,31.180036,-83.787585
TURNERS DRESS SHOP LLC,104 S MAIN STREET,,MOULTRIE,GA,31768,,,,31.18,-83.79
DIANNE'S FASHIONS,104 W 4TH ST,,OCILLA,GA,31774,,,,31.593986,-83.251221
BUTLER'S ON BROADWAY,107 NORTH BROAD ST.,,THOMASVILLE,GA,31792,,,,30.837601,-83.980579
THE BIG STORE,346 MAIN STREET,,TIFTON,GA,31794,,,,31.451142,-83.50962
TOWN & COUNTRY,US 27- HWY 384,,PINE MOUNTAIN,GA,31822,,,,32.85,-84.85
STYLE BY SHARON,1450 CEDAR GROVE TERRACE,,FLEMING ISLAND,FL,32003,,,,30.081054,-81.721811
BELLA COLOR INC. DBA: LORI & LULU,213 CENTRE ST,,FERNANDIA BEACH,FL,32034,,,,30.671481,-81.463246
OMNI HOTELS & RESORTS,OMNI AMELIA ISLAND PLANTATION,,AMELIA ISLAND,FL,32034,,,,30.594473,-81.493799
SUNSHINE SHOP,645 A1A BEACH BOULEVARD,,ST. AUGUSTINE BEACH,FL,32080,,,,29.84686,-81.267909
MAINSTREAM BOUTIQUE-PONTE VEDRA FL,880 A1A NORTH SUITE #4,,PONTE VEDRA BEACH,FL,32082,,,,30.189708,-81.381785
"APROPOS BOUTIQUE (PONTE VERDRA, FL)",36 JACKSON AVE,,PONTE VEDRA,FL,32082,,,,30.229935,-81.382242
Scout and Molly's,340 FRONT ST. ,SUITE 715,PONTE VERDE,Florida,32082,,,,30.2,-81.38
H.W DAVIS,152 ST GEORGE STREET,,ST. AUGUSTINE,FL,32084,,,,29.893314,-81.313166
ASHLEY LANE BOUTIQUE,577 PELICAN BAY DR,,DAYTONA BEACH,FL,32119,,,,29.152063,-81.045413
BEAR DANCE BTQ,1113 CANAL ST.,,THE VILLAGES,FL,32162,,,,28.901718,-81.973314
NEJMA'S BOUTIQUE,319 FLAGLER AVE,,NEW SMYRNA BEACH,FL,32169,,,,29.038405,-80.899207
THE SANCTUARY,417 FLAGLER AVE.,,NEW SMYRNA BEACH,FL,32169,,,,29.038388,-80.897296
PURPLE DRAGONFLY,1462 W. GRANADA BLD #220,,ORMOND BEACH,FL,32174,,,,29.258447,-81.110179
LEILA'S,1981 SAN MARCO BLVD.,,JACKSONVILLE,FL,32207,,,,30.304636,-81.654744
J ASHLEY BOUTIQUE LLC,3590 ST JOHNS AVE,,JACKSONVILLE,FL,32210,,,,30.296297,-81.703863
Scout and Molly's,4818 River City Dr,Ste 101,Jacksonville,Florida,32246,,,,30.253711,-81.526242
ELLIE BING,21 12TH STREET SOUTH,,JACKSONVILLE BEACH,FL,32250,,,,30.287447,-81.401082
PIERI MARIE BOUTIQUE,7839 TIMBERJACK CT.,,JACKSONVILLE,FL,32256,,,,30.199603,-81.541299
AS YOU WISH,1293 MYRTLE VIEW DRIVE,,TALLAHASSE,FL,32312,,,,30.489077,-84.257168
SHINE BOUTIQUE (FLORIDA),717 PIEDMONT DR.,,TALLAHASSEE,FL,32312,,,,30.487064,-84.269888
VALENTINE,714 PIEDMONT DRIVE,,TALLAHASSEE,FL,32312,,,,30.487811,-84.270095
THE LITTLE BLACK DRESS,1606 D CRAWFORDVILLE HWY,,CRAWFORDVILLE,FL,32327,,,,30.237415,-84.362872
GOFF'S READY TO WEAR,434 NORTH 9TH ST.,,DEFUNIAK SPRINGS,FL,32433,,,,30.727663,-86.114473
ORCHARD HOUSE BOUTIQUE,4540 E. LAFAYETTE ST. SUITE H,,MARIANNA,FL,32446,,,,30.773395,-85.216848
BOCA BOUTIQUE,174 WATERCOLOR WAY STE#102,,SANTA ROSA BEACH,FL,32459,,,,30.328817,-86.125958
PENDERICK ENTERPRISES,50 UPTOWN GRAYTON CIRCLE,,GRAYTON BEACH,FL,32459,,,,30.336021,-86.163531
UP TOWN GIRLS (SANTA ROSA BEACH),27 UPTOWN GRAYTON CIRCLE,,SANTA ROSA BEACH,FL,32459,,,,30.336184,-86.162983
THE VILLAGE BOUTIQUE,2050 W. COUNTRY HWY. 30A,,SANTA ROSA BEACH,FL,32459,,,,30.32,-86.14
LEE TRACY FLORIDA (ACCENT FOOT),701 E GREGORY STREET,,PENSACOLA,FL,32501,,,,30.417774,-87.201023
THE RED RASPBERRY,296 N. MAIN ST,,CRESTVIEW,FL,32536,,,,30.759829,-86.571089
TODAY'S FASHION BTQ,4433 COMMONS DRIVE EAST. #E103,,DESTIN,FL,32541,,,,30.388127,-86.437805
E JONES DBA: LIZ FASHIONS,184-2 MICALE STRIP PKWY,,FORT WALTON BEACH,FL,32548,,,,0,0
COCO & COMPANY INC.,500 GRAND BLVD. SUITE K101,,MIRAMAR BEACH,FL,32550,,,,30.378872,-86.314633
LADIES QUATER,913 GULF BREEZE PKWY #1,,GULF BREEZE,FL,32561,,,,30.356836,-87.160995
PETAL BAY,7688 CLARKE STREET,,NAVARRE,FL,32566,,,,30.439355,-86.90094
THE SHOE CONNECTION DBA:THE BOOTERY,1881 W. SR 434,,LONGWOOD,FL,32750,,,,28.692754,-81.387607
ELYNORE PARKER,705 CHICKAPEE TRAIL,,MAITLAND,FL,32751,,,,28.634072,-81.334469
"STYLE MILL 214, LLC",646 HILLCREST AVE,,MAIRLAND,FL,32751,,,,28.632289,-81.367513
WALK ON WATER,620 ESTATES PLACE,,LONGWOOD,FL,32779,,,,28.708645,-81.388778
HOTPOINT BOUTIQUE,821 INDIAN RIVER AVE.,,TITUSVILLE,FL,32780,,,,28.606779,-80.806064
LONGIMANUS ENTERPRISES LLC. DBA:HUTTON,329 N. PARK AVE. #105,,WHITTIER PARK,FL,32789,,,,40.802301,-81.395627
MODA PARK AVENUE BOUTIQUE,202 PARK AVENUE SOUTH,,WINTER PARK,FL,32789,,,,28.596681,-81.350865
SIEGELS,330 SPARK AVENUE,,WINTER PARK,FL,32789,,,,28.59,-81.36
BIJOU'S,2501 EDGEWATER DRIVE,,ORLANDO,FL,32804,,,,28.573688,-81.389345
CASUAL CHIC BTQ,165 COSTA LOOP,,AUBERNADALE,FL,32823,,,,28.095722,-81.78094
SCHNEIDER INC. DBA: EM'Z ON FIFTH,14530 ASTINA WAY,,ORLANDO,FL,32837,,,,28.349951,-81.428469
MANGO'S FASHION BTQ,319 BREDVARD AVE,,COCOA VILLAGE,FL,32922,,,,28.354824,-80.72643
GREEN APPLES,111 HARRISON ST,,COCOA,FL,32922,,,,28.354742,-80.72574
LA MODA BOUTIQUE,6395 N WICKHAM ROAD STE 105,,MELBOURNE,FL,32940,,,,28.215475,-80.672062
LYSNE OF VERO DBA:POSH,3349 OCEAN DRIVE,,VERO BEACH,FL,32963,,,,27.653082,-80.35686
PINEAPPLES,3241 OCEAN DRIVE,,VERO BEACH,FL,32963,,,,27.652122,-80.356536
THE BEACH SHOP,3328 OCEAN DRIVE,,VERO BEACH,FL,32963,,,,27.652654,-80.356094
NANCYS TWIG SWIM SHOP INC.,3213 OCEAN DRIVE,,VERO BEACH,FL,32963,,,,27.651824,-80.356414
THREADS DBA UNIQUE WEAR,5421 SHERIDAN STREET,,HOLLYWOOD,FL,33021,,,,26.01,-80.17
SANDPIPER,31 OCEAN REEF DRIVE SUITE B-100,,KEY LARGO,FL,33037,,,,25.312931,-80.283278
WEAR WITH ALL,101435 OVERSEAS HWY,,KEY LARGO,FL,33037,,,,25.043661,-80.489615
JEANERATION,4671 N. UNIVERSITY DR,,CORAL SPRINGS,FL,33067,,,,26.288071,-80.249689
VIVIAN AULD BOUTIQUE,6114 NW 74TH TERRACE,,PARKLAND,FL,33067,,,,26.310548,-80.225448
LAUGHING LIZARDS,2900 SAMPLE ROAD,,POMPANO BEACH,FL,33073,,,,26.273205,-80.162908
ROBYLU DBA TO DI FOR,7151 N STATE ROAD 7,,PARKLAND,FL,33073,,,,26.28,-80.19
SHELAH'S,10633 WILES ROAD,,CORAL SPRINGS,FL,33076,,,,26.288339,-80.26953
AREAS USA,5301 BLUE LAGOON DRIVE SUITE 690,,MIAMI,FL,33125,,,,25.782493,-80.282017
"LESLEY, INC.",2829 Bird Ave. #7,,MIAMI,FL,33133,,,,25.741051,-80.222629
CHEWING GUN,548 41 ST.,,MIAMI BEACH,FL,33140,,,,25.82,-80.12
HI ENTERPRISE,5959 NW 37TH AVENUE,,MIAMI,FL,33142,,,,25.824209,-80.257056
ON MY OWN,18060 BISCAYNE BLVD,,AVENTURA,FL,33160,,,,25.886558,-80.164676
ABAKO,2875 NE 191 STREET,,AVENTURA,FL,33180,,,,25.96,-80.14
A NOSE FOR CLOTHES,14271 S.W. 120TH ST.#102,,MIAMI,FL,33186,,,,25.656971,-80.425717
SHOES AND YOU,3355 N.E. 32ND ST.,,FT. LAUDERDALE,FL,33308,,,,26.168656,-80.100728
HELLO GORGEOUS,1829 CORDOVA RD,,FT. LAUDERDALE,FL,33316,,,,0,0
"FOOT PRINTS, LTD",240 S. UNIVERSITY DR.,,PLANTATION,FL,33324,,,,26.119344,-80.251299
EVELYN & ARTHUR,1770 W. 10TH ST,,RIVIERA BEACH,FL,33404,,,,26.773135,-80.085177
THE SANDAL SHOP,12100 US HWY ONE SUITE I,,NORTH PALM BEACH,FL,33408,,,,26.853321,-80.057606
HOL-MAR CORP DBA:CHUKKERS,21170-1 ST. ANDREWS BLVD.,,BOCA RATON,FL,33433,,,,26.363449,-80.137396
THE ADDED TOUCH,7148 BERACASA WAY,,BOCA RATON,FL,33433,,,,26.351361,-80.156418
NEW YORK STYLES,5970 SW 18TH STREET,,BOCA RATON,FL,33433,,,,26.331254,-80.136699
FASHION SCOOP USA,9212 GLADES ROAD,,BOCA RATON,FL,33434,,,,26.3667,-80.189315
MORGAN BLAINE,11090 S MILITARY TRL,,BOYNTON BEACH,FL,33436,,,,26.512878,-80.12219
BACKSTREET CLOTHING,10833 S. JOG RD. BAY 180,,BOYNTON BEACH,FL,33437,,,,26.515852,-80.149272
RAGS & BAGS,4900 LINTON BLVD # 4,,DELRAY BEACH,FL,33445,,,,26.438019,-80.120862
"DISCLOSE, INC DBA INFINITY",16850 JOG ROAD #103,,DELRAY BCH,FL,33446,,,,26.426721,-80.145923
JEZEBEL DBA: WISH AND SHOES,16850 JOG ROAD #112,,DEL RAY BEACH,FL,33446,,,,26.675743,-80.145119
SHE'S THE ONE,4095 ST. RD 7 #R,,WELLINGTON,FL,33449,,,,26.62,-80.21
JEWELRY HARBOR,2915 JUPITER PARK DRIVE #800,,JUPITER,FL,33458,,,,26.930465,-80.141249
THE PRETTY LITTLE BOUTIQUE,182 VIA ROSINA,,JUPITER,FL,33458,,,,26.915666,-80.106188
BELLE MAISON,2121 S. US HIGHWAY ONE,,JUPITER,FL,33477,,,,26.913816,-80.070309
THREE SISTERS OF PALM BEACH DBA:C ORRICO,336 SOUTH COUNTRY ROAD,,PALM BEACH,FL,33480,,,,26.7,-80.04
CHEAP FRILLS,701 GEORGE BUSH BLVD,,DELRAY BEACH,FL,33483,,,,26.474233,-80.066022
SNAPPY TURTLE,1100 EAST ATLANTIC ABLVD,,DELRAY BEACH,FL,33483,,,,26.461409,-80.060565
EXPOSE INC.,5250 TOWN CENTER CIRCLE #133,,BOCA RATON,FL,33486,,,,26.362249,-80.12429
PRINCESS BOUTIQUE,17671 N. DALE MABRY,,LUTZ,FL,33548,,,,28.126234,-82.50083
MAINSTREAM BOUTIQUE (LUTZ),23388 STATE ROAD 54 #104,,LUTZ,FL,33549,,,,28.185366,-82.42939
SISTER'S & CO,104 E. REYNOLDS ST.,,PLANT CITY,FL,33563,,,,28.01639,-82.123783
KIT'S WELL-DRESSED,3006 W Swann Ave,,Tampa,FL,33609,,,,27.937333,-82.491673
RUBY REDS INC DBA:EL'LAY,11005 N DALE MABRY HWY,,TAMPA,FL,33618,,,,28.048853,-82.503541
"A'PROPOS, INC.",2102 S. DALE MABRY,,TAMPA,FL,33629,,,,27.926753,-82.505566
CLOTHES FRIENDS,1714 S. DALE MABRY,,TAMPA,FL,33629,,,,27.92795,-82.505468
THE BRYAN GROUP INC. DBA:MARION'S,1301 4TH ST N,,ST PETE,FL,33701,,,,27.785113,-82.638245
CAPOTA TRENDS,50 BEACH DR NE,,ST. PETERSBURG,FL,33701,,,,27.77197,-82.633226
CAVEN'S INC. DBA:ANNABEL'S,347 COREY AVE.,,ST. PETE BEACH,FL,33706,,,,27.742383,-82.7495
BAMBOOZLE,105 8TH AVE,,ST PETERSBURG,FL,33706,,,,27.688289,-82.736792
PAMELA M DBA COTTAGE CASUALS,350 COREY AVE,,ST PETE BEACH,FL,33706,,,,27.742059,-82.749682
SWEET SAGE BOUTIQUE,16725 GULF BLVD.,,REDINGTON BEACH,FL,33708,,,,27.81681,-82.821433
ISLAND TREASURES ONYX,1261 GULF BLVD. #125,,CLEARWATER,FL,33767,,,,27.951891,-82.829728
CASSI & CO.,100 INDIAN ROCKS RD. #3,,BELLEAIR BLUFFS,FL,33770,,,,27.917957,-82.817059
NICOLE BOUTIQUE,2892 WEST BAY DR,,BELLEAIR BLUFFS,FL,33770,,,,27.916837,-82.818153
432 WEST SIDE,100 INDIAN ROCKS RD N. SUITE H,,BELLEAIR BLUFFS,FL,33770,,,,27.917954,-82.817058
MODA BELLEAIR LLC,100 INDIAN ROCKS RD,,BELLEAIR BLUFFS,FL,33770,,,,27.917954,-82.817058
SPLASH BOUTIQUE,10360 72ND ST. N SUTE#808,,SEMINOLE,FL,33777,,,,27.865598,-82.73887
BABES,2537 SOUTH FLORIDA  AVE,,LAKELAND,FL,33803,,,,28.014063,-81.958733
ROYAL RAZZLE DAZZLE INC.,1335 CAPE CORAL PRKY,,CAPE CORAL,FL,33904,,,,26.562694,-81.948107
BRODEUR CARVELL,13499 U.S. 41 SUITE 165,,FORT MYERS,FL,33907,,,,26.550437,-81.870432
PALMETTO'S APPAREL,7205 ESTERO BLVD#712,,FT. MYER BEACH,FL,33931,,,,26.446591,-81.938639
NICHOLE'S COLLECTIONS,1200 RETTA ESPLANADE #12,,PUNTA GORDA,FL,33950,,,,26.928099,-82.063945
B UNIQUE BOUTIQUE INC.,1614 PERIWINKLE WAY,,SANIBEL,FL,33957,,,,26.442014,-82.056968
HOLLIE'S BOUTIQUE,1571 PERINWINKLE WAY,,SANIBEL,FL,33957,,,,26.44,-82.07
PEACH REPUBLIC,2075 PERIWINKLE WAY # 16,,SANIBEL,FL,33957,,,,26.437742,-82.068999
KAYS ON THE BEACH,606-5 TH AVE,,NAPLES,FL,34102,,,,26.141102,-81.798507
OOH OOH SHOES,350 12TH AVE SOUTH,,NAPLES,FL,34102,,,,26.131902,-81.801106
WIND IN THE WILLOWS,793 FIFTH AVE SO.,,NAPLES,FL,34102,,,,26.17,-81.8
PGSWF INC. DBA:H.T. CHITTUM & CO.,4242 GULFSHORE BLVD. N,,NAPLES,FL,34103,,,,26.196182,-81.81277
SIMPLY NATURAL,4330 GULF SHORE BLVD STE 302,,NAPLES,FL,34103,,,,26.197552,-81.811512
TERUZZI,4330 GULF SHORE BLVD,,NAPLES,FL,34103,,,,26.197552,-81.811512
PROTOCOL,9118 STRADA PLACE,,NAPLES,FL,34108,,,,26.252871,-81.798441
SIGNATURES INC.,9100 STRADA PLACE #2135,,NAPLES,FL,34108,,,,26.254078,-81.80028
SOURCE CLOTHING COMPANY,2700 IMMOKALEE RD STE 6,,NAPLES,FL,34110,,,,26.27104,-81.767293
BACK OF THE BAY,614 5TH AVE SOUTH,,NAPLES,FL,34120,,,,26.141274,-81.798506
VICTORIA'S PLACE,3690 BONITA BEACH ROAD,,BONITA SPRINGS,FL,34134,,,,26.330915,-81.814802
OMNI DESIGN GROUP INC.,10009 MAGNOLIA BLVD.,,BONITA SPRINGS,FL,34135,,,,26.34,-81.76
RTK INVESTMENTS DBA BEACHWORKS,1069 N. COLLIER BLVD. SUITE 209,,MARCO ISLAND,FL,34145,,,,25.953729,-81.72414
GEORGIE'S,1089 N. COLLIER BLVD #415,,MARCO ISLAND,FL,34145,,,,25.910358,-81.71932
MARCO ISLAND CLOTHING CO,117 S. BARFIELD DR,,MARCO ISLAND,FL,34145,,,,25.933649,-81.6998
ROSE MARINA,951 BALD EAGLE DRIVE,,MARCO ISLAND,FL,34145,,,,25.962364,-81.727569
LIFE VIEW LLC. DBA: WISH ON MAIN,8111 LAKEWOOD MAIN ST.,,LAKEWOOD RANCH,FL,34202,,,,27.39491,-82.434814
CHELSIE DANZ,417 12TH ST. W #120,,BRADENTON,FL,34205,,,,27.488738,-82.561233
PINK & NAVY,2404 LANDINGS CIR,,BRADENTON,FL,34209,,,,27.520575,-82.645797
BELLA BY THE SEA HOME BOUTIQUE,218 C PINE AVE,,ANNA MARIA,FL,34216,,,,27.528028,-82.736195
SHEELCO DBA LONGBOAT RESORT WEAR,5380 GULF OF MEXICO DRIVE #104,,LONGBOAT KEY,FL,34228,,,,27.410806,-82.656426
DVR MURPHY DBA JOLIES,318 JOHN RINGLING BLVD,,SARASOTA,FL,34236,,,,27.317563,-82.578073
CS AND DJ LLC. DBA:PANACHE,1441 MAIN ST,,SARASOTA,FL,34236,,,,27.336722,-82.541743
ISLAND PURSUIT,400 MADISON DRIVE STE 206,,SARASOTA,FL,34236,,,,27.319817,-82.577766
LOVE SHORE LLC,465 JOHN RINGLING BLVD,,SARASOTA,FL,34236,,,,27.319376,-82.576285
THE RITZ CARLTON,111 RITZ CARLTON DRIVE,,SARASOTA,FL,34236,,,,27.337207,-82.549728
"FOXY LADY SARASOTA, FL",209 BEACH ROAD,,SARASOTA,FL,34242,,,,27.273045,-82.563666
THINGS YOU LIKE LLC.,6529 MIDNIGHT PASE RD.,,SARASOTA,FL,34242,,,,27.26,-82.54
SUNBUG,141 W. VENICE AVE,,VENICE,FL,34285,,,,27.099556,-82.445304
THE COTTON CLUB,626 N CITRUS AVE.,,CRYSTAL RIVER,FL,34428,,,,28.900297,-82.593418
HER CLOSET AT GREINERS,405 E SILVER SPRINGS BLVD,,OCALA,FL,34470,,,,29.187373,-82.133061
ADOBE EAST INC.,303 S.E. 17TH ST.,,OCALA,FL,34471,,,,29.173173,-82.133085
"SERENDIPITY BOUTIQUE (OCALA, FL)",4175 SE 24TH TERR,,OCALA,FL,34480,,,,29.147702,-82.104282
MODA BELLA BOUTIQUE,1439 DELTONA BLVD.,,SPRING HILL,FL,34606,,,,28.457451,-82.587059
FINELINES BOUTIQUE,5168 MARIMER BLVD.,,SPRING HILL,FL,34609,,,,28.479909,-82.593961
LA BOUTIQUE (SPRINGHILL),4123 MARINER BLVD,,SPRING HILL,FL,34609,,,,28.490482,-82.54298
FASHION LABEL,1509 SO ST # 5,,LEESBURG,FL,34748,,,,28.81,-81.88
MIMI'S BOUTIQUE,13303 ROSKIN LANE,,WINDERMERE,FL,34786,,,,28.459728,-81.580941
ALISARI INC,209 ORANGE AVE,,FORT PIERCE,FL,34950,,,,27.447422,-80.324371
ROSSLOWS,105 SOUTH 2ND STREEET,,FT. PIERCE,FL,34950,,,,27.4471,-80.324066
CLAM SHELL,6 SW OSCEOLA ST,,STUART,FL,34994,,,,27.198694,-80.24169
PRISSYS,16700 HWY 280 SUITE C,,CHELSEA,AL,35043,,,,33.349185,-86.631025
GIA'S ON MAIN,712 2ND AVE N.,,CLANTON,AL,35045,,,,32.841658,-86.625139
WERNER'S,1115 4TH ST S.W,,CULLMAN,AL,35055,,,,34.172033,-86.849788
BORN TO SHOP,364 KILLOUGH LANE,,TALLADEGA,AL,35160,,,,33.498898,-86.276234
A.K.A. GIRL STUFF,2906 18TH STREET SOUTH,,HOMEWOOD,AL,35209,,,,33.478636,-86.791735
THE PINK TULIP,2848 18TH ST SOUTH,,HOMEWOOD,AL,35209,,,,33.479629,-86.791738
"SERENDIPITY BTQ (VESTAVIA, AL)",3124 HEIGHTS VILLAGE,,VESTAVIA,AL,35243,,,,33.455702,-86.734949
BRALEX CONSTRUCTION INC. DBA:ERVIN'S,2003 32ND ST.,,NORTHPORT,AL,35476,,,,33.239061,-87.580086
RHUBARBS,422 MAIN AVE,,NORTHPORT,AL,35476,,,,33.218974,-87.578498
LAVISH BOUTIQUE,207 19TH ST EAST,,JASPER,AL,35501,,,,33.832193,-87.272551
"MONOGRAM FEVER BOUTIQUE, INC.","5100 CURRY HWY, STE 180",,JASPER,AL,35503,,,,33.981176,-87.218942
RUBY MAE'S,21276 HWY 11,,RED BAY,AL,35582,,,,34.45,-88.15
SHOEFISTICATED,101-B MAIN ST WEST,,HARTSELLE,AL,35640,,,,34.44,-86.94
THE VILLAGE SHOPPE,713 WOODWARD AVE.,,MUSCLE SHOALS,AL,35661,,,,34.75364,-87.667212
ANN ALDRIDGE BOUTIQUE,406 E. 4TH ST.,,TUSCUMBIA,AL,35674,,,,34.732953,-87.698373
THE WILLOW TREE #1,131 WEST MAIN ST,,CENTRE,AL,35960,,,,34.152979,-85.682446
SIMPLY ELEGANT,104 GREENHILL BLVD,,FT PAYNE,AL,35967,,,,34.511983,-85.690744
JILLI'S,372 A GUNTER AVE,,GUNTERSVILLE,AL,35976,,,,34.347691,-86.302471
MELI MELO,938 OLD FORT ROAD,,FORT DEPOSIT,AL,36032,,,,0,0
"SOUTHERN REFLECTIONS DBA: BELLA, LLC.",1049 IVY BRIDGE COURT,,PIKE ROAD,AL,36064,,,,0,0
CHANTILLY,2960 CARTER HILL RD,,MONTGOMERY,AL,36106,,,,32.350826,-86.263999
RESA'S,8113 BAUGHN RD.,,MONTGOMERY,AL,36116,,,,0,0
POSH PANOPLY,1376 WESTGATE PARKWAY,,DOTHAN,AL,36303,,,,31.250967,-85.436107
RONNIE'S,33 SOUTH BROAD,,COWARTS,AL,36321,,,,31.19178,-85.302429
M&F CASUALS,380 FAIRHOPE AVE,,FAIRHOPE,AL,36532,,,,30.522884,-87.903422
CYBELE'S,382 FAIRHOPE AVE.,,FAIRHOPE,AL,36532,,,,30.524468,-87.815415
L MABRY ENTERPRISES INC DBA:FANATIC FANZ,2601 S. MCKENZIE ST.,,FOLEY,AL,36535,,,,30.375237,-87.682475
BEACH HOUSE BOUTIQUE,3800 GULF SHORES PKWY STE 350,,GULF SHORES,AL,36542,,,,30.301179,-87.680918
JUBILEE APPAREL & GIFTS,3800 GULF SHORES PKWY,,GULF SHORES,AL,36542,,,,30.301179,-87.680918
JANE LOVES SHOES LLC.,27267 PERDIDO BEACH BLVD C107,,ORANGE BEACH,AL,36561,,,,30.276382,-87.560319
HL HOOD,4776 MAIN ST SUITE 104,,ORANGE BEACH,AL,36561,,,,30.29067,-87.627077
METZGERS,3702 DAUPHIN ST,,MOBILE,AL,36608,,,,30.687341,-88.131309
"ITS ALL ABOUT ME (SELMA, AL)",127 BROAD ST,,SELMA,AL,36701,,,,32.408526,-87.020753
PERFECT TOUCH,923 HWY 80 E.,,DEMOPOLIS,AL,36732,,,,32.503524,-87.826984
LEE'S KLOSET,32620- A HWY 43N.,,THOMASVILLE,AL,36784,,,,31.92,-87.74
BLU RYTHEM,4812 MURFREESBORO ROAD #D,,ARRINGTON,TN,37014,,,,35.868333,-86.710672
THE CRYSTAL COUTURE STORE,110 PUBLIC SQUARE,,LEBANON,TN,37087,,,,36.208477,-86.290768
CAROLYN'S,766 N MAIN ST,,SHELBYVILLE,TN,37160,,,,35.492861,-86.458575
CANTRELL'S CLOTHING,115 MAIN STREET,,SMITHVILLE,TN,37166,,,,35.959923,-85.798894
THE FRENCH SHOPPE,2817 WEST END AVE SUITE #120,,NASHVILLE,TN,37203,,,,36.144523,-86.81276
LEVY'S INC,3900 HILLSBORO PK # 36,,NASHVILLE,TN,37215,,,,36.11,-86.82
PAINTED LADY,200 PAUL HUFF PKWY NW STE 702,,CLEVELAND,TN,37312,,,,35.206351,-84.84786
MERCH NORTHSHORE,800 LEE AVENUE,,LOOK OUT MOUNTAIN,TN,37350,,,,34.99,-85.35
T. MICHELLE,1409 N. JACKSON STREET,,TULLAHOMA,TN,37388,,,,35.375419,-86.224343
LEAFY STREETS,200 MANUFACTURERS ROAD #229,,CHATTANOOGA,TN,37405,,,,35.062351,-85.313203
MERCH NORTHSHORE DBA: ABBY LANE BOUTIQUE,300 CHEROKEE BLVD STE 120,,CHATATANOOGA,TN,37405,,,,35.063712,-85.312394
MAHONEY'S,830 SUNSET DRIVE,,JOHNSON CITY,TN,37604,,,,36.334318,-82.389187
RHYTHM IN BOOTS,600 STATE STREET,,BRISTOL,TN,37620,,,,36.595072,-82.186597
FARMERS DAUGHTER REST & GENERAL STORE,7700 ERWIN HWY,,CHUCKEY,TN,37641,,,,36.150059,-82.657963
MARJ ON MAIN,103 E MAIN STREET,,JONESBOROUGH,TN,37659,,,,36.293813,-82.473578
BOYD THOMAS CLOTHING,227 W. BROADWAY AVE,,MARYVILLE,TN,37801,,,,35.754516,-83.973182
