title,address1,address2,city,state,zipcode,website,phone,tags,latitude,longitude
THE UPTOWN SHOP,129 N YORK ST.,,ELMURST,IL,60126,,,,41.901951,-87.939946
DEEDEE & EDEE,7415 W. MADISON,,FOREST PARK,IL,60130,,,,41.879798,-87.810395
BLUE ROSE SHOE CORP,7500 MADISON ST,,FOREST PARK,IL,60130,,,,41.879332,-87.812181
THE LITTLE TRAVELER,404 S. 3RD STREET,,GENEVA,IL,60134,,,,41.883554,-88.309577
LOLA,686 ROOSEVELT ROAD,,GLEN ELLYN,IL,60137,,,,41.859416,-88.058017
Lizzy's Pink Boutique,303 W State St,,Sycamore,Illinois,60178,,,,41.98912,-88.686985
LIZZY'S PINK BOUTIQUE,303 W. STATE ST,,SYCAMORE,Illinois,60178,,,,41.98912,-88.686985
STRUT INC DBA NILIA NARACE,31W007 NORTH AVE,,WEST CHICAGO,IL,60185,,,,41.915776,-88.224473
BELLA ROBA,104 N. HALE ST.,,WHEATON,IL,60187,,,,41.865122,-88.108463
STELLA,2116 CENTRAL ST,,EVANSTON,IL,60201,,,,42.064193,-87.702933
LINDA BOUVILOM,2610 CENTRAL ST. #3A,,EVANSTON,IL,60201,,,,42.064096,-87.709662
MY SISTER & ME,1 N. WHITE ST,,FRANKFORT,IL,60423,,,,41.498624,-87.84894
IMAGES MED SPA DBA BLING BTQ.,19070 EVERETT BLVD,,MOKENA,IL,60448,,,,41.544377,-87.854513
CONCEPT VENTURE DBA IZZY'S GIFTS,11318 W LINCOLN HWY,,MOKENA,IL,60448,,,,41.768652,-88.657626
ME TU BOUTIQUE,216 N. LIBERTY,,MORRIS,IL,60450,,,,41.357893,-88.424125
JEAN THERAPY,14360 S. LA GRANGE RD. UNIT D,,ORLAND PARK,IL,60462,,,,41.628134,-87.854199
JEANS AND CUTE TOP,5116 MAIN ST,,DOWNERS GROVE,IL,60515,,,,41.794385,-88.010655
STYLE STUDIO,1015 CURTISS ST,,DOWNERS GROVE,IL,60515,,,,41.793516,-88.009781
THE DISTRICT FASHION GROUP,11 E. FIRST GROUP,,HINSDALE,IL,60521,,,,41.801569,-87.929251
CLEO BOUTIQUE,36 SOUTH LA GRANGE RD,,LA  GRANGE,IL,60525,,,,41.814261,-87.870011
VENI VIDI VAL,25. S. LA GRANGE RD,,LA GRANGE,IL,60525,,,,41.817067,-87.869391
BIOLOGIE BOUTIQUE,4228 GAGE AVE,,LYONS,IL,60534,,,,41.814357,-87.815486
DEAN'S,226 S. MAIN ST,,NAPERVILLE,IL,60540,,,,41.77221,-88.149198
AMERICAN MALE & CO,27 MAIN ST,,OSWEGO,IL,60543,,,,41.684631,-88.35203
SWEET PEA & ME DBA HAVE TO HAVE,24041 W LOCKPORT ST,,PLAINFIELD,IL,60544,,,,41.608591,-88.196293
THE MISTER SHOP,7501 N. CERMAK RD.,,N. RIVERSIDE,IL,60546,,,,41.845791,-87.810869
NANETTE'S,101 E. CENTER STREET,,YORKVILLE,IL,60560,,,,41.647345,-88.445726
ROSSACE INC,165 N CANAL ST #1028,,CHICAGO,IL,60606,,,,41.869482,-87.639291
MAINSTREAM BTQ - CHICAGO,"4357 N LINCOLN AVE, UNIT C",,CHICAGO,IL,60618,,,,41.961123,-87.683384
ALCALA'S BOUTIQUE,1739 W CHICAGO AVE,,CHICAGO,IL,60622,,,,41.895737,-87.671266
PRIMA COISVAE BOUTIQUE,7136 S OAKLEY AVE,,CHICAGO,IL,60636,,,,41.763623,-87.681027
BE INSPIRED LLC,6808 N LORON AVE,,CHICAGO,IL,60646,,,,42.004867,-87.772682
PHAYES MEN,2501-B N. MILWAUKEE AVE.,,CHICAGO,IL,60647,,,,41.92,-87.69
"EAST BANK CLUB VENTURE, LLC",500 N. KINGSBURY STREET,,CHICAGO,IL,60654,,,,41.890112,-87.639289
MISERICORDIA,2051 W. DEVON AVENUE,,CHICAGO,IL,60689,,,,41.997848,-87.682011
STRAWBERRY LANE,6 W BAY PATH,,GALENA,IL,61036,,,,42.410386,-90.348301
K. PAIGE,10684 MAIN STREET,,ROSCOE,IL,61073,,,,42.416061,-89.009876
ROXY CARMICHAEL LLC,310 N. ALPINE ROAD,,ROCKFORD,IL,61107,,,,42.26839,-89.029037
THAT BOUTIQUE,1617A N. ALPINE RD,,ROCKFORD,IL,61107,,,,42.286529,-89.029034
"GWK ENTERPRISES, INC FOUR SEASONS",120 SOUTH STATE STREET,,GENESEO,IL,61254,,,,41.452448,-90.155436
JILLIANS BOUTIQUE,1009 25TH ST,,PERU,IL,61354,,,,41.343816,-89.11942
LITTLE BLUE DRESS,514 S MAIN ST,,PRINCETON,IL,61356,,,,41.379861,-89.465054
XANADU FASHIONS,78 S. SEMINARY STREET,,GALESBURG,IL,61401,,,,40.94657,-90.364952
DKF INC. DBA PRINCESS SHOPPE,1520 E JACKSON STREET,,MACOMB,IL,61455,,,,40.458966,-90.650296
DKF INC DBA ONE EAST BOUTIQUE,1 EAST SIDE SQUARE,,CANTON,IL,61520,,,,40.555756,-90.034507
ANN'S,316 S. MAIN,,MORTON,IL,61550,,,,40.608162,-89.463142
MARLATT INC. RIVIERA TAN AND SALON,2133A COURT STREET,,PEKIN,IL,61554,,,,40.56,-89.62
BURPOS BTQ.,106 W. WASHINGTON STREET,,BLOOMINGTON,IL,61701,,,,40.479364,-88.993948
SHOO SHOO BABY,203 N. PROSPECT ST # 200,,BLOOMINGTON,IL,61704,,,,40.48,-88.95
CHAMPAIGN SURPLUS INC.,303 S. NEIL STREET,,CHAMPAIGN,IL,61820,,,,40.11403,-88.243794
VILARDOS,1400 WHISPERING PINE LN,,WHITE HEATH,IL,61884,,,,40.123515,-88.482245
WHAT TO WEAR (EDWARDSVILLE) JILL,921 ARBOR VITAE SUITE #104,,EDWARDSVILLE,IL,62025,,,,38.79,-90
ARTEMIS VINTAGE,1018 WOODLEAF,,OFALLON,IL,62269,,,,38.60385,-89.900907
JS BOUTIQUE LLC. DBA:BASKET CASE,112 SUMMERLIN RIDGE,,OFALLON,IL,62269,,,,38.623203,-89.912198
YELLOW KISS BOUTIQUE,4430 BUNKER DRIVE,,QUINCY,IL,62305,,,,39.985541,-91.399076
MILLENNIUM ACCESSORIES,113 E. JEFFERSON AVE.,,EFFINGHAM,IL,62401,,,,39.121099,-88.541597
MY SISTERS CLOSET,364 S. SIDE SQUARE,,CARLINVILLE,IL,62626,,,,39.279351,-89.881598
THE WARDROBE,830 S. GRAND AVE WEST,,SPRINGFIELD,IL,62704,,,,39.786679,-89.666627
CARNABY SQUARE,115 E. MAIN STREET,,FAIRFIELD,IL,62837,,,,38.37962,-88.36138
THE CORNER,335 N MARKET ST,,MT. CARMEL,IL,62863,,,,38.41754,-87.765602
CARL'S FOR MEN AND WOMEN,3004 BROADWAY,,MT VERNON,IL,62864,,,,38.31,-88.96
TICKLED PINK BOUTIQUE & GIFT,1342 E MAIN,,CARBONDALE,IL,62901,,,,37.728457,-89.201364
GYPSY MOON BOUTIQUE,460 DROIT RD,,GALATIA,IL,62935,,,,37.83648,-88.63841
WHITE LILI BOUTIQUE,704 E. 5TH STREET,,METROPOLIS,IL,62960,,,,37.146425,-88.724175
NELLIE'S CLOSET,16824 CHESTERFIELD BLUFFS,,CHESTERFIELD,MO,63005,,,,38.663601,-90.582883
FASHION CONNECTION DBA MARIAS BTQ,1352 CLARKSON CLAYTON CENTER,,ELLISVILLE,MO,63011,,,,38.603372,-90.588811
DETAILS WOMEN'S BOUTIQUE,161 LAMP AND LANTERN VILLAGE,,CHESTERFIELD,MO,63017,,,,38.625562,-90.517308
JUJU B'S,48 FOUR SEASON,,CHESTERFIELD,MO,63017,,,,38.64,-90.57
ORLI'S BOUTIQUE,161 LAMP & LANTERN VILLAGE,,CHESTERFIELD,MO,63017,,,,38.625562,-90.517308
HEELS BOUTIQUE,170 PLAZA DRIVE,,WILDWOOD,MO,63040,,,,38.581849,-90.629357
ADDI'S INC.,124 W MAIN ST.,,WASHINGTON,MO,63090,,,,38.560055,-91.012413
LEOPARD BOUTIQUE LLC.,20 ALLEN AVE SUITE 100,,WEBSTER GROVES,MO,63119,,,,38.593934,-90.360927
GINGER & MARY ANN BOUTIQUE,151 W. JEFFERSON AVE,,KIRKWOOD,MO,63122,,,,38.582479,-90.408212
ALPINE SHOP,440 N KIRKWOOD RD.,,ST. LOUIS,MO,63122,,,,38.586129,-90.405537
DETALLE BOUTIQUE,2961 DOUGHERTY FERRY RD,,ST LOUIS,Missouri,63122,,,,38.578063,-90.460873
HAPPY FEET DBA:SOLE COMFORT,8823 LADUE RD.,,LA DUE,MO,63124,,,,38.653859,-90.349597
MERCY GIFT SHOP,615 S. NEW BALLAS ROAD,,ST. LOUIS,MO,63141,,,,38.645403,-90.446423
ABIGAILS APPAREL,124 S MAIN ST.,,ST CHARLES,MO,63301,,,,38.78055,-90.48145
MICHELLES,229 N MAIN STREET,,ST CHARLES,MO,63301,,,,38.78286,-90.480643
CARRIES BOUTIQUE,815 BROCKWELL DR,,DARDENNE PRAIRIE,MO,63368,,,,38.779305,-90.748906
DANIELLE INC.,1330 N . KINGSHIGH WAY,,CAPE GIRARDEAU,MO,63701,,,,37.31,-89.53
CAROLYN'S APPAREL,1271 STATE HIGHWAY P,,NEW MADRID,MO,63869,,,,36.671566,-89.524
LA BOUTIQUE,1929 N. WESTWOOD BLVD.,,POPLAR BLUFF,MO,63901,,,,36.775601,-90.421301
"BLISS BOUTIQUE (BLUE-SPRINGS, MO)",1765 NW BURDETT CROSSING,,BLUE SPRINGS,MO,64015,,,,39.03,-94.29
KLEINSCHMIDTS WESTERN STORE,19715 OUTER ROAD,,HIGGINSVILLES,MO,64037,,,,37.99576,-91.633222
ALISSA'S FLOWERS INC.,19321 E US 40 HWY STE H,,INDEPENDENCE,MO,64055,,,,39.03,-94.36
FINISHINGS FOR HER,312 SW MAIN ST.,,LEES SUMMIT,MO,64063,,,,38.911367,-94.377813
GIGI'S,920 MAIN,,LEXINGTON,MO,64067,,,,39.185837,-93.883801
BEE HIVE BOUTIQUE,350 S 291 HWY,,LIBERTY,MO,64068,,,,39.241471,-94.441278
MORE EXCUSES BOUTIQUE,102 S FORREST AVE,,LIBERTY,MO,64068,,,,39.243441,-94.445966
SWEET CHEECKS LLC. DBA:PAYTON'S CLOSET,10 N. MAIN ST.,,LIBERTY,MO,64068,,,,39.246377,-94.420652
PINK MAISY LLC.,406 W. PINE ST. SUITE D,,RAYMORE,MO,64083,,,,38.80983,-94.457589
THE CELTIC RANCH,404 MAIN ST,,WESTON,MO,64098,,,,39.410619,-94.901933
MISSOURI BLUFFS,614 SHORT ST.,,WESTON,MO,64098,,,,39.41166,-94.900521
VINONE'S INC,2450 GRAND BLVD #307,,KANSAS CITY,MO,64108,,,,39.082644,-94.58237
SHOP GIRLS,6215 OAK ST,,KANSAS CITY,MO,64113,,,,39.014072,-94.583608
PAYTON'S CLOSET,9620 NE 89TH ST.,,KANSAS CITY,MO,64157,,,,39.257445,-94.458185
JP FASHIONS,208 E. THIRD,,CARMEN,MO,64429,,,,39.741298,-94.237882
MOD PODGE BOUTIQUE,624 FRANCIS ST.,,ST. JOSEPH,MO,64501,,,,39.767388,-94.857612
WHAT TO WEAR,20 N. DELAWARE,,BUTLER,MO,64730,,,,38.257663,-94.333157
NAGELS,112 S MAIN,,CLINTON,MO,64735,,,,38.370265,-93.776127
UP STAIRS BOUTIQUE,502 S MAIN ST,,JOPLIN,MO,64801,,,,37.095643,-94.51322
BETWEEN FRIENDS,1200 GRAND AVENUE,,CARTHAGE,MO,64836,,,,37.167286,-94.309382
CALENA'S FASHIONS,275 KAREN DRIVE,,HOLTS SUMMIT,MO,65043,,,,38.640755,-92.117988
POVERTY FLATS INC. DBA:BLAIR'S LANDING,5845 OSAGE BEACH PARKWAY,,OSAGE BEACH,MO,65065,,,,38.118184,-92.682108
SYNCHRONICITY DBA UNDER THE SUN,8 SUNSET HILL,,SUNRISE BEACH,MO,65079,,,,38.17,-92.69
MY SISTER'S CIRCUS,1110 E. BROADWAY #A,,COLUMBIA,MO,65201,,,,38.94,-92.33
FIG LEAF,1400 S. LIMIT STE# 16A,,SEDALIA,MO,65301,,,,38.665564,-93.252082
"SISTER & CO. (SEDALIA, MO)",7030 WHITE BIRCH DR.,,SEDALIA,MO,65301,,,,38.697989,-93.304072
SISTERS & CO. LOCKETT LASSIE LLC.,3805 SOUTH LIMIT,,SEDALIA,MO,65301,,,,38.678063,-93.251054
VINCENT'S FOOTWEAR & APPAREL,3115 W. BROADWAY,,SEDALIA,MO,65301,,,,38.704974,-93.248252
STATUARY GARDENS,939 E MAIN,,WARSAW,MO,65355,,,,38.24014,-93.365802
PLAZA FAHIONS,115 W. SPRINGFIELD,,ST JAMES,MO,65559,,,,37.99751,-91.615457
QUEEN ELIZABETH LLC. DBA:GRAND GLITZ,3265 FALLS PARKWAY SUITE E& F,,BRANSON,MO,65616,,,,36.643673,-93.218514
GRAND GLITZ (COMFORT BY DESIGN),2800 WEST HIGHWAY 76 SUITE#521,,BRANSON,MO,65616,,,,36.637557,-93.269872
FASHION HOUSE,109 W. VETERANS BLVD.,,BRANSON,MO,65616,,,,36.64,-93.21
SIMPLY BARBRA,381 PENINSULA ESTATE LANE,,KIMBERLING CITY,MO,65686,,,,36.63,-93.42
GLITZ,211 E WASHINGTON STREET,,MARSHFIELD,MO,65706,,,,37.338595,-92.906126
PEPPERS & CO.,416 BROADWAY,,MONETT,MO,65708,,,,36.91968,-93.930385
STARLA K FASHIONS,855 D HIGHWAY 60,,MONETT,MO,65708,,,,36.93,-93.91
SIMPLY CHIC,1408 SOUTHERN HILLS CENTER,,WEST PLAINS,MO,65775,,,,36.716058,-91.872359
SAVY TRENDS BOUTIQUE,901 SOUTH ST.,,STOCKTON,MO,65785,,,,37.691627,-93.796844
FABRIC TOWN,1717 E. CHEROKEE STE 107,,SPRINGFIELD,MO,65804,,,,37.178713,-93.263652
TOWN & COUNTY,2660 S GLENSTONE,,SPRINGFIELD,MO,65804,,,,37.165297,-93.261636
BAGLADY BOUTIQUE,1111 E. REPUBLIC RD SUITE#156,,SPRINGFIELD,MO,65807,,,,37.138869,-93.28027
GOOD & PERFECT GIFTS,1145 E. REPUBLIC RD,,SPRINGFIELD,MO,65807,,,,37.138664,-93.279051
WICKMAN GARDENS VILLAGE,1345 S FORT AVE,,SPRINGFIELD,MO,65807,,,,37.190533,-93.309287
M&M ASSOCIATES DBA:ECCENTRICITY,716 MASSACHUSETTS,,LAWRENCE,KS,66044,,,,38.970572,-95.235669
ARTISTIC WORKS BY LU,221 DELAWARE STREET,,LEAVENWORTH,KS,66048,,,,39.318152,-94.911612
ELIZABETH'S,420 DELAWARE STREET,,LEAVENWORTH,KS,66048,,,,39.317079,-94.92737
SOUL SUPPLY,704 CHEROKEE ST,,LEVENWORTH,KS,66048,,,,39.316876,-94.918609
FROCK BOUTIQUE,513 S. WATER ST,,OLATHE,KS,66061,,,,38.874589,-94.817356
MAINSTREAM BOUTIQUE (OLATHE),15056 S BLACK BOB ROAD,,OLATHE,KS,66062,,,,38.855389,-94.761265
SHONDA GONZALES,11730 W. HARMONY LANE,,OLATHE,KS,66062,,,,38.855098,-94.720453
TEAELLA,17219 W 161 PL,,OLATHE,KS,66062,,,,38.91,-94.77
EARL M. LEIGHTER DBA EJ'S BOUTIQUE,5037 W. 119TH ST,,OVERLAND PARK,KS,66209,,,,38.912818,-94.643192
DENIM2U,13011 LONG STREET,,OVERLAND PARK,KS,66213,,,,38.889414,-94.728621
ENRIQUE ALFREDO ESTRADA,RIO COLORADO 240-7 COL. DEL VALLE,,SAN PEDRO GARZA GARCIA,MX,66220,,,,0,0
REVELRY BOUTIQUE LLC,13630 HAUSER ST. APT 201,,OVERLAND PARK,KS,66221,,,,38.880405,-94.740707
BLUSH & OLIVE,6945 BARTH RD,,SHAWNEE,KS,66226,,,,39.002173,-94.865347
MAGNOLIA'S BOUTIQUE,300 W. VINE ST.,,JUNCTION CITY,KS,66441,,,,39.017063,-96.833909
"THE BOUTIQUE, LLC",318 POYNTZ AVE.,,MANHATTN,KS,66502,,,,39.179525,-96.561127
VALLEY VET,1118 PONY EXPRESS HWY,,MARYSVILLE,KS,66508,,,,39.842792,-96.617144
JESS & ROSIE'S,5633 SW 21 STREET,,TEPEKA,KS,66610,,,,39,-95.72
SONDER SALON,321 MAIN,,NEODESHA,KS,66757,,,,37.417298,-95.678274
SATURDAY MORNING BOUTIQUE,226 WEST MAIN STREET,,COUNCIL GROVE,KS,66846,,,,38.661071,-96.490971
6TH STREET FASHIONS & FOOTWEAR INC.,218 W 6TH ST.,,CONCORDIA,KS,66901,,,,39.571228,-97.661892
"ROBIN'S (EL DORADO,KS)",113 W. CENTRAL,,EL DORADO,KS,67042,,,,37.817239,-96.850399
"HELLO BEAUTIFUL (PRATT, KS)",701 RIDGEWAY,,PRATT,KS,67124,,,,37.639234,-98.755937
"SIMPLY SOUTHWEST, INC.",213 S. MAIN,,PRATT,KS,67124,,,,37.644392,-98.739928
JOHNSTON'S BY BETTY,12111 E. 21ST,,WICHITA,KS,67206,,,,37.722617,-97.198061
"THE LBD, ETC",1403 N. LINDEN CIRCLE,,WICHITA,KS,67206,,,,37.709594,-97.23521
K.LANES,600 S TYLER,,WICHITA,KS,67209,,,,37.673458,-97.442363
FOREVER YOURS JEWELRY & BOUTIQUE,7130 W. MAPLE ST. 310,,WICHITA,KS,67209,,,,37.680518,-97.424966
WILD AT HEART,1820 N. TYLER,,WICHITA,KS,67212,,,,37.716775,-97.443979
PENNY LAYNE,112 N. SANTA FE AVE.,,SALINA,KS,67401,,,,38.841175,-97.608725
GINGERS UPTOWN INC.,721 5TH STREET,,CLAY CENTER,KS,67432,,,,39.376975,-97.126474
CLASSY LADY BOUTIQUE,220 N DOUGLAS AVE.,,ELLSWORTH,KS,67439,,,,38.730375,-98.230507
GUYS N GALS,106 N. MAIN,,MCPHERSON,KS,67460,,,,38.369743,-97.666489
GUYS SHOP OF MEPHERSON,106 N MAIN,,MCPHERSON,KS,67460,,,,38.369743,-97.666489
RENUE SALON & SPA,1314 WARNER RD,,GREAT BEND,KS,67530,,,,38.364153,-98.804639
"DRESS IT UP, INC.",511 BROADWAY,,LARNED,KS,67550,,,,38.179,-99.098754
ARMAR BOUTIQUE,1905 AVE. I,,LYONS,KS,67554,,,,38.34,-98.21
MAMZELLE'S,2512 VINE ST UNIT 2,,HAYS,KS,67601,,,,38.882689,-99.317792
REFINE LLC.,115 W. 10TH ST.,,HAYS,KS,67601,,,,38.872102,-99.331286
"THE CLOSET BOUTIQUE (RUSSELL, KS)",713 N. MAIN ST.,,RUSSELL,KS,67665,,,,38.892511,-98.859477
WOMEN'S BOUTIQUE THE DRESSER,152 S. PENN,,OBERLIN,KS,67749,,,,39.819825,-100.52867
BLUSH KANSAS,101 S MAIN STREET,,CIMARRON,KS,67835,,,,37.807878,-100.348203
SHEEK DESIGN,1401 ELIZABETH ST,,SCOTT CITY,KS,67871,,,,38.471526,-100.91084
FASHION TREE BOUTIQUE,209 N. KANSAS,,LIBERAL,KS,67901,,,,37.04008,-100.92194
JANET'S BRIDAL SHOP,1010 SOUTH VAN BUREN STREET,,HUGOTON,KS,67951,,,,37.177162,-101.351494
GLAMOUR UP,6999 COUNTRY RD. 33,,BLAIR,NE,68008,,,,41.54,-96.14
KAJOMA'S BOUTIQUE LLC,104 E 1ST STREET,,PAPILLION,NE,68046,,,,41.156614,-96.042672
A GIRLS BEST FRIEND,4655 LEAVENWORTH ST,,OMAHA,NE,68106,,,,41.252255,-95.983488
"SOUQ, LTD.",5315 JACKSON ST,,OMAHA,NE,68106,,,,41.254291,-95.997744
MAINSTREAM BOUTIQUE - OMAHA,1201 S 157TH ST. #A3,,OMAHA,NE,68130,,,,41.247276,-96.159574
JC VAL INVESTMENTS DBA: BLISS BOUTIQUE,2332 186TH CIRCLE,,OMAHA,NE,68130,,,,41.23631,-96.204708
CMEL DBA:HUSH LA BOUTIQUE,16950 WRIGHT PLAZA SUITE 109,,OMAHA,NE,68130,,,,41.233642,-96.179638
DUNDEE TAILOR BOUTIQUE,5013 UNDERWOOD AVE ST# 3,,OMAHA,NE,68132,,,,41.264822,-95.991022
PINKY WINKLES,12100 WEST CENTER RD SUITE #906,,OMAHA,NE,68144,,,,41.23,-96.13
FABULOUS FASHIONS BOUTIQUE,3415 N 143RD CIRCLE,,OMAHA,NE,68164,,,,41.289024,-96.135439
THE CAROUSEL BOUTIQUE,3987 I ROAD,,SYRACASE,NE,68446,,,,40.936106,-98.378687
KIRTSEY,120 E 5TH ST,,YORK,NE,68467,,,,40.865596,-97.592056
RACHEL'S BOUTIQUE,7121 PIONEERS BLVD.,,LINCOLN,NE,68506,,,,40.769192,-96.622815
3 DAUGHTERS BOUTIQUE,311 N 8TH #102,,LINCOLN,NE,68508,,,,40.814675,-96.709974
BARBARA JEAN'S,2605 13TH ST,,COLUMBUS,NE,68601,,,,41.429036,-97.359919
SIXPENCE LTD,416 NORFOLK AVE,,NORFOLK,NE,68701,,,,42.033111,-97.412688
SWANS APPAREL,205 MAIN STRET,,WAYNE,NE,68787,,,,42.24,-97.02
STEFANIS CLOSET #1,1016 N DIERS AVE SUITE 123,,GRAND ISLAND,NE,68803,,,,40.935824,-98.384881
BOW & ARROW BOUTIQUE,2112 CENTRAL AVE.,,KEARNEY,NE,68847,,,,40.697162,-99.082111
GARY MICHAEL'S,642 W 2ND ST,,HASTINGS,NE,68901,,,,40.585466,-98.389712
DIVINE BOUTIQUE,605 MINOR AVE,,BERTRAND,NE,68927,,,,40.526909,-99.634352
THE 308 BOUTIQUE,320 WEST AVENUE,,HOLDREGE,NE,68949,,,,40.43,-99.4
THE ROSE GROVE,71769 AVE 329,,PARKS,NE,69041,,,,40.241244,-101.702601
RUSTIC & RED LLC.,139 WEST 8TH,,COZAD,NE,69130,,,,40.859289,-99.987086
NAILS BY BECKY,218 N. MAIN,,VALENTINE,NE,69201,,,,42.873462,-100.55016
FEBE III LLC,474 METAIRIE RD STE 702,,METAIRIE,LA,70005,,,,29.985273,-90.129695
MAPLE ST. CLOTHING,7732 MAPLE ST,,NEW ORLEANS,LA,70118,,,,29.942188,-90.130294
BALLIN'S,4001 EARHART BLAVD.,,NEW ORLEANS,LA,70125,,,,29.956742,-90.097893
JACI BLUE LLC,2111 MAGAZINE STREET,,NEW ORLEANS,LA,70130,,,,29.930264,-90.076212
WISE BUYS,532 CHARTRES ST.,,NEW ORLEANS,LA,70130,,,,29.956382,-90.064703
HOUSE OF FASHION OF THIBODAUX,200 EAST 7TH STREET,,THIBODAUX,LA,70301,,,,29.793266,-90.8186
JO & GRACE,1437 ST CHARLES STE.109,,HOUMA,LA,70360,,,,29.581522,-90.746721
T.J REID,60181 ANDERSON LANE,,AMITE,LA,70422,,,,30.731483,-90.496766
COLUMBIA STREET MERCANTILE,236 N COLUMBIA STREET,,COVINGTON,LA,70433,,,,30.475589,-90.094237
CALIFORNIA DRAWSTRING LLC,759 SWEET BAY DRIVE,,MANDEVILLE,LA,70448,,,,30.37925,-90.034903
JEWELIE'S BOUTIQUE,407 RENA DR.,,LAFAYETTE,LA,70503,,,,30.186593,-92.047719
LI TTLE TOWN,1116 COOLIDGE BLVD,,LAFAYETTE,LA,70503,,,,30.204683,-92.017432
LAFAYETTE BARGAIN STORE DBA BEVOS,DBA BEVO'S,,LAFAYETTE,LA,70506,,,,30.20029,-92.076325
VANESSA V BOUTIQUE,208 GREENHAVEN,,LAFAYETTE,LA,70508,,,,30.145282,-92.020996
MARCEAUX'S CLOTHING CO.,918 N. LAKE ARTHUR AVE.,,JENNINGS,LA,70546,,,,30.208954,-92.663463
THE KUT HUT,910 HANKS RD,,LAKE ARTHUR,LA,70549,,,,30.093245,-92.680496
RICKI'S,1000 PARKVIEW DR # 9,,NEW IBERIA,LA,70563,,,,30.000562,-91.802744
VILLAGE BTQ,1116 CRESWELL LANE,,OPELOUSAS,LA,70570,,,,30.518759,-92.072962
ACCESSORY ZONE/FASHION EXPRESS,2910 RYAN ST.,,LAKE CHARLES,LA,70601,,,,30.203472,-93.218682
TECI'S LADIES APPAREL,3125 ERNST STREET,,LAKE CHARLES,LA,70601,,,,30.2,-93.23
SOCIALITE BOUTIQUE,121 E. SANDERS,,GONZALES,LA,70737,,,,30.233875,-90.919994
NELDAS PLACE,9516 CANNON RD,,MORGANZA,LA,70759,,,,30.736083,-91.644444
B.E. BOUTIQUE,10163 FALSE DRIVE,,NEW ROADS,LA,70760,,,,30.677678,-91.467925
STUDIO TOO,4161 LA HWY 1 SOUTH,,PORT ALLEN,LA,70767,,,,30.44,-91.2
GRANDMOTHER'S BUTTONS,9814 ROYAL ST,,ST. FRANCISVILLE,LA,70775,,,,30.774773,-91.385434
VERTU BOUTIQUE,4861 WAYWOOOD DR.,,ZACHARY,LA,70791,,,,30.65,-91.15
"MA PETITE, INC.",2561 CITIPLACE COURT # 400,,BATON ROUGE,LA,70808,,,,30.42389,-91.129349
POISE N IVY,7276 HIGHLAND ROAD,,BATON ROUGE,LA,70808,,,,30.379026,-91.140396
ANGEL WINGS,14241 COURSEY BLVD STE A1A,,BATON ROUGE,LA,70817,,,,30.411307,-91.021641
FASHION HOUSE BTQ,14241 COURSEY DRIVE,,BATON ROUGE,LA,70817,,,,30.411307,-91.021641
THE BOUTIQUE,4733 JONES CREEK ROAD SUIT D,,BATON ROUGE,LA,70817,,,,30.412047,-91.015372
SANDRA LYNN  BOUTIQUE,13567 HOOPER ROAD,,BATON ROUGE,LA,70818,,,,30.554248,-91.036993
SCHICK & SASSY BOUTIQUE,6475 HWY. 155,,SALINE,LA,71070,,,,32.206316,-92.936235
CARTBIRDS DBA:PERFECT CHAOS,2068 HWY 171 #4A,,STONEWALL,LA,71078,,,,32.25,-93.82
HUDSON HOUSE,3118 GILBERT DR,,SHREVEPORT,LA,71104,,,,32.48,-93.75
RUTH'S,5727 YOURCE DRIVE,,SHREVEPORT,LA,71105,,,,32.44,-93.72
THE BRILLIANCE LLC DBA:MC GREGORS GARDEN,4801 LINE AVE. SUITE 15,,SHREVEPORT,LA,71106,,,,32.45,-93.75
COULEUR COSMETIC BOUTIQUE,855 PIERRMONT RD. SUITE#126,,SHREVEPORT,LA,71106,,,,32.45,-93.75
POPE'S OF BOSSIER CITY,526 BENTON ROAD,,BOSSIER CITY,LA,71111,,,,32.522297,-93.715797
THE LOFT,10801 WHITESTAR DR,,BASTROP,LA,71220,,,,32.813132,-91.898188
FASHION OF RUSTON,208W PARK AVE.,,RUSTON,LA,71270,,,,32.528964,-92.63986
MOODY BLUES BOUTIQUE,2200 N. 7TH ST,,WEST MONROE,LA,71291,,,,32.51983,-92.147398
J&H BOOTS,5218 CYPRESS,,WEST MONROE,LA,71291,,,,32.516387,-92.188498
JOHN WARD INTERIORS,1504 METRO DRIVE,,ALEXANDRIA,LA,71301,,,,31.274856,-92.475946
THE GIFT BOX,800 EE WALLACE,,FERRIDAY,LA,71334,,,,31.637269,-91.554988
TUNICA-BILOXI GAMING AUTHORITY,DBA:PARAGON CASINO RESORT,,MARKSVILLE,LA,71351,,,,31.127965,-92.066236
THE HALL TREE,1 BIENVILLE ST,,NATCHITOCHES,LA,71457,,,,31.75,-93.1
THE GIRLFRIEND ON MAINSTREET,503 E MAIN STREET,,WINNFIELD,LA,71483,,,,31.926814,-92.6348
HARRISONS DEPARTMENT STORE,103 EAST ADAMS STREET,,HAMBURG,AR,71648,,,,33.226609,-91.797324
BLINGTIQUE,1303 HIGHWAY 65 N,,MC GEHEE,AR,71654,,,,33.602365,-91.383068
KRISTEN'S,114 ADAMS,,CAMDEN,AR,71701,,,,33.58,-92.85
